Problem,N_Cities,Found_Tour,Found_Cost,Optimal_Cost,Error_Pct,Time_Taken_s,CPU_Time_s,Memory_Usage_MB
att48,48,0 7 8 37 30 43 17 6 27 5 29 36 18 26 16 42 35 39 14 11 10 22 13 24 12 38 31 47 4 28 1 41 9 23 25 3 34 44 33 40 46 20 32 19 45 21 2 15 0,13926,10628,31.03123823861498,0.00032808600008138455,0.0,95.32421875
